Data Type,Fix Time,TimeWhen,Orig. Lat.,,Orig. Long.,Latitude,Longitude,Wrong Hemisphere - Longitude,,Fix Quality,# Satellites,Horizontal dilution of position,Altitude above MSL,,Height of geoid above WGS84,,,Checksum
$GNGGA,200145,4.0145,4250.09535,N,7217.68828,42.8349225,-72.2948047,72.2948047,W,2,12,0.71,21007.1,M,-33.2,M,,0000*78
$GNGGA,200146,4.0146,4250.09488,N,7217.6807,42.8349147,-72.2946783,72.2946783,W,2,12,0.71,21011.3,M,-33.2,M,,0000*7C
$GNGGA,200147,4.0147,4250.0947,N,7217.67234,42.8349117,-72.294539,72.294539,W,2,12,0.71,21015.9,M,-33.2,M,,0000*79
$GNGGA,200148,4.0148,4250.09448,N,7217.66294,42.834908,-72.2943823,72.2943823,W,2,12,0.71,21020.9,M,-33.2,M,,0000*70
$GNGGA,200149,4.0149,4250.09391,N,7217.65254,42.8348985,-72.294209,72.294209,W,2,12,0.71,21025.4,M,-33.2,M,,0000*75
$GNGGA,200150,4.015,4250.09292,N,7217.64094,42.834882,-72.2940157,72.2940157,W,2,12,0.71,21029.1,M,-33.2,M,,0000*79
$GNGGA,200151,4.0151,4250.09172,N,7217.62847,42.834862,-72.2938078,72.2938078,W,2,12,0.71,21032.9,M,-33.2,M,,0000*77
$GNGGA,200152,4.0152,4250.09046,N,7217.61634,42.834841,-72.2936057,72.2936057,W,2,12,0.71,21037.4,M,-33.2,M,,0000*73
$GNGGA,200153,4.0153,4250.08901,N,7217.60556,42.8348168,-72.293426,72.293426,W,2,12,0.71,21042.1,M,-33.2,M,,0000*78
$GNGGA,200154,4.0154,4250.08719,N,7217.59616,42.8347865,-72.2932693,72.2932693,W,2,12,0.71,21046.4,M,-33.2,M,,0000*74
$GNGGA,200155,4.0155,4250.08515,N,7217.5876,42.8347525,-72.2931267,72.2931267,W,2,12,0.71,21050.5,M,-33.2,M,,0000*7C
$GNGGA,200156,4.0156,4250.08325,N,7217.57907,42.8347208,-72.2929845,72.2929845,W,2,12,0.71,21054.6,M,-33.2,M,,0000*7D
$GNGGA,200157,4.0157,4250.0817,N,7217.57022,42.834695,-72.292837,72.292837,W,2,12,0.71,21059.1,M,-33.2,M,,0000*7A
$GNGGA,200158,4.0158,4250.08035,N,7217.56114,42.8346725,-72.2926857,72.2926857,W,2,12,0.71,21063.8,M,-33.2,M,,0000*70
$GNGGA,200159,4.0159,4250.07905,N,7217.55181,42.8346508,-72.2925302,72.2925302,W,2,12,0.71,21068.4,M,-33.2,M,,0000*7C
$GNGGA,200200,4.02,4250.07783,N,7217.54166,42.8346305,-72.292361,72.292361,W,2,12,0.71,21072.3,M,-33.2,M,,0000*77
$GNGGA,200201,4.0201,4250.07679,N,7217.53084,42.8346132,-72.2921807,72.2921807,W,2,12,0.71,21075.9,M,-33.2,M,,0000*75
$GNGGA,200202,4.0202,4250.07576,N,7217.52016,42.834596,-72.2920027,72.2920027,W,2,12,0.71,21079.5,M,-33.2,M,,0000*70
$GNGGA,200203,4.0203,4250.07443,N,7217.51021,42.8345738,-72.2918368,72.2918368,W,2,12,0.71,21083.4,M,-33.2,M,,0000*75
$GNGGA,200204,4.0204,4250.07258,N,7217.50084,42.834543,-72.2916807,72.2916807,W,2,12,0.71,21087.4,M,-33.2,M,,0000*74
$GNGGA,200205,4.0205,4250.07008,N,7217.49171,42.8345013,-72.2915285,72.2915285,W,2,12,0.71,21091.2,M,-33.2,M,,0000*70
$GNGGA,200206,4.0206,4250.06717,N,7217.48314,42.8344528,-72.2913857,72.2913857,W,2,12,0.71,21095,M,-33.2,M,,0000*7D
$GNGGA,200207,4.0207,4250.06433,N,7217.47553,42.8344055,-72.2912588,72.2912588,W,2,12,0.71,21099,M,-33.2,M,,0000*7F
$GNGGA,200208,4.0208,4250.06183,N,7217.46848,42.8343638,-72.2911413,72.2911413,W,2,12,0.71,21103.4,M,-33.2,M,,0000*7E
$GNGGA,200209,4.0209,4250.05951,N,7217.46122,42.8343252,-72.2910203,72.2910203,W,2,12,0.71,21107.7,M,-33.2,M,,0000*79
$GNGGA,200210,4.021,4250.05714,N,7217.4532,42.8342857,-72.2908867,72.2908867,W,2,12,0.71,21112.3,M,-33.2,M,,0000*7D
$GNGGA,200211,4.0211,4250.05501,N,7217.44484,42.8342502,-72.2907473,72.2907473,W,2,12,0.71,21116.9,M,-33.2,M,,0000*7C
$GNGGA,200212,4.0212,4250.05365,N,7217.43663,42.8342275,-72.2906105,72.2906105,W,2,12,0.71,21121.1,M,-33.2,M,,0000*7B
$GNGGA,200213,4.0213,4250.05294,N,7217.42859,42.8342157,-72.2904765,72.2904765,W,2,12,0.71,21125.3,M,-33.2,M,,0000*75
$GNGGA,200214,4.0214,4250.0521,N,7217.4205,42.8342017,-72.2903417,72.2903417,W,2,12,0.71,21129.7,M,-33.2,M,,0000*77
$GNGGA,200215,4.0215,4250.05046,N,7217.41254,42.8341743,-72.290209,72.290209,W,2,12,0.71,21134.5,M,-33.2,M,,0000*7C
$GNGGA,200216,4.0216,4250.04824,N,7217.40524,42.8341373,-72.2900873,72.2900873,W,2,12,0.71,21138.9,M,-33.2,M,,0000*73
$GNGGA,200217,4.0217,4250.04586,N,7217.39901,42.8340977,-72.2899835,72.2899835,W,2,12,0.79,21142.9,M,-33.2,M,,0000*77
$GNGGA,200218,4.0218,4250.04345,N,7217.39352,42.8340575,-72.289892,72.289892,W,2,12,0.71,21146.4,M,-33.2,M,,0000*7C
$GNGGA,200219,4.0219,4250.04075,N,7217.38781,42.8340125,-72.2897968,72.2897968,W,2,12,0.71,21150,M,-33.2,M,,0000*75
$GNGGA,200220,4.022,4250.03789,N,7217.38131,42.8339648,-72.2896885,72.2896885,W,2,12,0.71,21154.2,M,-33.2,M,,0000*77
$GNGGA,200221,4.0221,4250.03538,N,7217.3743,42.833923,-72.2895717,72.2895717,W,2,12,0.71,21158.9,M,-33.2,M,,0000*72
$GNGGA,200222,4.0222,4250.03368,N,7217.36715,42.8338947,-72.2894525,72.2894525,W,2,12,0.71,21163.1,M,-33.2,M,,0000*77
$GNGGA,200223,4.0223,4250.03254,N,7217.35969,42.8338757,-72.2893282,72.2893282,W,2,12,0.71,21167.4,M,-33.2,M,,0000*7F
$GNGGA,200224,4.0224,4250.0311,N,7217.35171,42.8338517,-72.2891952,72.2891952,W,2,12,0.71,21172,M,-33.2,M,,0000*7A
$GNGGA,200225,4.0225,4250.02879,N,7217.34381,42.8338132,-72.2890635,72.2890635,W,2,12,0.71,21177.1,M,-33.2,M,,0000*74
$GNGGA,200226,4.0226,4250.02577,N,7217.33689,42.8337628,-72.2889482,72.2889482,W,2,12,0.71,21181.9,M,-33.2,M,,0000*7F
$GNGGA,200227,4.0227,4250.02242,N,7217.33141,42.833707,-72.2888568,72.2888568,W,2,12,0.71,21186,M,-33.2,M,,0000*72
$GNGGA,200228,4.0228,4250.01883,N,7217.32674,42.8336472,-72.288779,72.288779,W,2,12,0.71,21189.8,M,-33.2,M,,0000*7E
$GNGGA,200229,4.0229,4250.01512,N,7217.3216,42.8335853,-72.2886933,72.2886933,W,2,12,0.71,21193.9,M,-33.2,M,,0000*72
$GNGGA,200230,4.023,4250.01166,N,7217.31554,42.8335277,-72.2885923,72.2885923,W,2,12,0.71,21198.5,M,-33.2,M,,0000*7A
$GNGGA,200231,4.0231,4250.00879,N,7217.30924,42.8334798,-72.2884873,72.2884873,W,2,12,0.71,21203.4,M,-33.2,M,,0000*77
$GNGGA,200232,4.0232,4250.0067,N,7217.30321,42.833445,-72.2883868,72.2883868,W,2,12,0.71,21207.8,M,-33.2,M,,0000*74
$GNGGA,200233,4.0233,4250.00517,N,7217.29701,42.8334195,-72.2882835,72.2882835,W,2,12,0.71,21211.9,M,-33.2,M,,0000*7F
$GNGGA,200234,4.0234,4250.00365,N,7217.29031,42.8333942,-72.2881718,72.2881718,W,2,12,0.71,21216.3,M,-33.2,M,,0000*72
$GNGGA,200235,4.0235,4250.00165,N,7217.28355,42.8333608,-72.2880592,72.2880592,W,2,12,0.71,21221.1,M,-33.2,M,,0000*77
$GNGGA,200236,4.0236,4249.99939,N,7217.27778,42.8333232,-72.287963,72.287963,W,2,12,0.71,21226,M,-33.2,M,,0000*7F
$GNGGA,200237,4.0237,4249.997,N,7217.27336,42.8332833,-72.2878893,72.2878893,W,2,12,0.71,21230.6,M,-33.2,M,,0000*75
$GNGGA,200238,4.0238,4249.99449,N,7217.26951,42.8332415,-72.2878252,72.2878252,W,2,12,0.71,21235,M,-33.2,M,,0000*7D
$GNGGA,200239,4.0239,4249.99164,N,7217.26524,42.833194,-72.287754,72.287754,W,2,12,0.71,21239.4,M,-33.2,M,,0000*70
$GNGGA,200240,4.024,4249.98874,N,7217.26049,42.8331457,-72.2876748,72.2876748,W,2,12,0.71,21243.9,M,-33.2,M,,0000*79
$GNGGA,200241,4.0241,4249.98616,N,7217.25584,42.8331027,-72.2875973,72.2875973,W,2,12,0.71,21248.5,M,-33.2,M,,0000*72
$GNGGA,200242,4.0242,4249.984,N,7217.25143,42.8330667,-72.2875238,72.2875238,W,2,12,0.71,21253.1,M,-33.2,M,,0000*75
$GNGGA,200243,4.0243,4249.9818,N,7217.24652,42.83303,-72.287442,72.287442,W,2,12,0.71,21257.5,M,-33.2,M,,0000*7F
$GNGGA,200244,4.0244,4249.97921,N,7217.24047,42.8329868,-72.2873412,72.2873412,W,2,12,0.71,21261.5,M,-33.2,M,,0000*73
$GNGGA,200245,4.0245,4249.97626,N,7217.23366,42.8329377,-72.2872277,72.2872277,W,2,12,0.71,21265.7,M,-33.2,M,,0000*7B
$GNGGA,200246,4.0246,4249.97326,N,7217.22716,42.8328877,-72.2871193,72.2871193,W,2,12,0.71,21270.4,M,-33.2,M,,0000*78
$GNGGA,200247,4.0247,4249.97028,N,7217.22199,42.832838,-72.2870332,72.2870332,W,2,12,0.71,21275.3,M,-33.2,M,,0000*77
$GNGGA,200248,4.0248,4249.96701,N,7217.21821,42.8327835,-72.2869702,72.2869702,W,2,12,0.71,21280.1,M,-33.2,M,,0000*74
$GNGGA,200249,4.0249,4249.96322,N,7217.21505,42.8327203,-72.2869175,72.2869175,W,2,12,0.71,21284.6,M,-33.2,M,,0000*78
$GNGGA,200250,4.025,4249.95901,N,7217.21198,42.8326502,-72.2868663,72.2868663,W,2,12,0.71,21289.1,M,-33.2,M,,0000*72
$GNGGA,200251,4.0251,4249.95498,N,7217.20889,42.832583,-72.2868148,72.2868148,W,2,12,0.71,21293.7,M,-33.2,M,,0000*7B
$GNGGA,200252,4.0252,4249.95153,N,7217.20592,42.8325255,-72.2867653,72.2867653,W,2,12,0.71,21298.3,M,-33.2,M,,0000*72
$GNGGA,200253,4.0253,4249.94861,N,7217.20296,42.8324768,-72.286716,72.286716,W,2,12,0.71,21303.1,M,-33.2,M,,0000*78
$GNGGA,200254,4.0254,4249.94571,N,7217.19941,42.8324285,-72.2866568,72.2866568,W,2,12,0.71,21308.2,M,-33.2,M,,0000*70
$GNGGA,200255,4.0255,4249.94276,N,7217.19476,42.8323793,-72.2865793,72.2865793,W,2,12,0.71,21312.8,M,-33.2,M,,0000*79
$GNGGA,200256,4.0256,4249.94008,N,7217.18943,42.8323347,-72.2864905,72.2864905,W,2,12,0.71,21317.6,M,-33.2,M,,0000*70
$GNGGA,200257,4.0257,4249.9379,N,7217.18456,42.8322983,-72.2864093,72.2864093,W,2,12,0.71,21322.6,M,-33.2,M,,0000*7F
$GNGGA,200258,4.0258,4249.93567,N,7217.18118,42.8322612,-72.286353,72.286353,W,2,12,0.71,21327.5,M,-33.2,M,,0000*73
$GNGGA,200259,4.0259,4249.93259,N,7217.17907,42.8322098,-72.2863178,72.2863178,W,2,12,0.71,21332.4,M,-33.2,M,,0000*74
$GNGGA,200300,4.03,4249.92886,N,7217.17739,42.8321477,-72.2862898,72.2862898,W,2,12,0.71,21337.3,M,-33.2,M,,0000*71
$GNGGA,200301,4.0301,4249.92534,N,7217.17556,42.832089,-72.2862593,72.2862593,W,2,12,0.71,21341.8,M,-33.2,M,,0000*75
$GNGGA,200302,4.0302,4249.9226,N,7217.17383,42.8320433,-72.2862305,72.2862305,W,2,12,0.71,21346,M,-33.2,M,,0000*71
$GNGGA,200303,4.0303,4249.92042,N,7217.17231,42.832007,-72.2862052,72.2862052,W,2,12,0.71,21349.9,M,-33.2,M,,0000*7C
$GNGGA,200304,4.0304,4249.91826,N,7217.1706,42.831971,-72.2861767,72.2861767,W,2,12,0.71,21354.2,M,-33.2,M,,0000*73
$GNGGA,200305,4.0305,4249.9156,N,7217.16807,42.8319267,-72.2861345,72.2861345,W,2,12,0.71,21358.9,M,-33.2,M,,0000*72
$GNGGA,200306,4.0306,4249.91302,N,7217.16452,42.8318837,-72.2860753,72.2860753,W,2,12,0.71,21363.8,M,-33.2,M,,0000*76
$GNGGA,200307,4.0307,4249.91115,N,7217.15999,42.8318525,-72.2859998,72.2859998,W,2,12,0.71,21368,M,-33.2,M,,0000*79
$GNGGA,200308,4.0308,4249.90959,N,7217.15463,42.8318265,-72.2859105,72.2859105,W,2,12,0.71,21372,M,-33.2,M,,0000*74
$GNGGA,200309,4.0309,4249.90742,N,7217.14907,42.8317903,-72.2858178,72.2858178,W,2,12,0.71,21376.3,M,-33.2,M,,0000*78
$GNGGA,200310,4.031,4249.90444,N,7217.14384,42.8317407,-72.2857307,72.2857307,W,2,12,0.71,21381.1,M,-33.2,M,,0000*7E
$GNGGA,200311,4.0311,4249.90159,N,7217.13911,42.8316932,-72.2856518,72.2856518,W,2,12,0.71,21386,M,-33.2,M,,0000*71
$GNGGA,200312,4.0312,4249.89966,N,7217.13479,42.831661,-72.2855798,72.2855798,W,2,12,0.71,21390.3,M,-33.2,M,,0000*79
$GNGGA,200313,4.0313,4249.89851,N,7217.13099,42.8316418,-72.2855165,72.2855165,W,2,12,0.71,21394,M,-33.2,M,,0000*70
$GNGGA,200314,4.0314,4249.89722,N,7217.12789,42.8316203,-72.2854648,72.2854648,W,2,12,0.71,21397.5,M,-33.2,M,,0000*7D
$GNGGA,200315,4.0315,4249.89499,N,7217.12493,42.8315832,-72.2854155,72.2854155,W,2,12,0.71,21401.2,M,-33.2,M,,0000*78
$GNGGA,200316,4.0316,4249.89217,N,7217.12137,42.8315362,-72.2853562,72.2853562,W,2,12,0.73,21405.6,M,-33.2,M,,0000*72
$GNGGA,200317,4.0317,4249.88965,N,7217.11695,42.8314942,-72.2852825,72.2852825,W,2,12,0.73,21410.7,M,-33.2,M,,0000*75
$GNGGA,200318,4.0318,4249.88738,N,7217.11195,42.8314563,-72.2851992,72.2851992,W,2,12,0.73,21416.1,M,-33.2,M,,0000*7B
$GNGGA,200319,4.0319,4249.88443,N,7217.10655,42.8314072,-72.2851092,72.2851092,W,2,12,0.71,21420.8,M,-33.2,M,,0000*71
$GNGGA,200320,4.032,4249.8804,N,7217.10066,42.83134,-72.285011,72.285011,W,2,12,0.71,21425.2,M,-33.2,M,,0000*75
$GNGGA,200321,4.0321,4249.87621,N,7217.09444,42.8312702,-72.2849073,72.2849073,W,2,12,0.73,21429.8,M,-33.2,M,,0000*72
$GNGGA,200322,4.0322,4249.87288,N,7217.08811,42.8312147,-72.2848018,72.2848018,W,2,12,0.73,21434.9,M,-33.2,M,,0000*76
$GNGGA,200323,4.0323,4249.87077,N,7217.082,42.8311795,-72.2847,72.2847,W,2,12,0.73,21440.1,M,-33.2,M,,0000*74
$GNGGA,200324,4.0324,4249.8693,N,7217.07624,42.831155,-72.284604,72.284604,W,2,12,0.73,21444.6,M,-33.2,M,,0000*76
$GNGGA,200325,4.0325,4249.86765,N,7217.07067,42.8311275,-72.2845112,72.2845112,W,2,12,0.73,21449.2,M,-33.2,M,,0000*71
$GNGGA,200326,4.0326,4249.86533,N,7217.06474,42.8310888,-72.2844123,72.2844123,W,2,12,0.73,21453.7,M,-33.2,M,,0000*7A
$GNGGA,200327,4.0327,4249.86228,N,7217.05833,42.831038,-72.2843055,72.2843055,W,2,12,0.73,21458.6,M,-33.2,M,,0000*70
$GNGGA,200328,4.0328,4249.85858,N,7217.0515,42.8309763,-72.2841917,72.2841917,W,2,12,0.71,21462.8,M,-33.2,M,,0000*78
$GNGGA,200329,4.0329,4249.85418,N,7217.04479,42.830903,-72.2840798,72.2840798,W,2,12,0.71,21466.6,M,-33.2,M,,0000*74
$GNGGA,200330,4.033,4249.84978,N,7217.03797,42.8308297,-72.2839662,72.2839662,W,2,12,0.71,21470.8,M,-33.2,M,,0000*7B
$GNGGA,200331,4.0331,4249.84586,N,7217.03135,42.8307643,-72.2838558,72.2838558,W,2,12,0.71,21475.2,M,-33.2,M,,0000*76
$GNGGA,200332,4.0332,4249.84247,N,7217.0248,42.8307078,-72.2837467,72.2837467,W,2,12,0.71,21480.1,M,-33.2,M,,0000*7C
$GNGGA,200333,4.0333,4249.83965,N,7217.01841,42.8306608,-72.2836402,72.2836402,W,2,12,0.71,21484.8,M,-33.2,M,,0000*7E
$GNGGA,200334,4.0334,4249.83718,N,7217.01267,42.8306197,-72.2835445,72.2835445,W,2,12,0.71,21489,M,-33.2,M,,0000*76
$GNGGA,200335,4.0335,4249.83491,N,7217.00765,42.8305818,-72.2834608,72.2834608,W,2,12,0.71,21493.4,M,-33.2,M,,0000*7C
$GNGGA,200336,4.0336,4249.83251,N,7217.00248,42.8305418,-72.2833747,72.2833747,W,2,12,0.71,21498.4,M,-33.2,M,,0000*74
$GNGGA,200337,4.0337,4249.82942,N,7216.99629,42.8304903,-72.2832715,72.2832715,W,2,12,0.71,21503.4,M,-33.2,M,,0000*7C
$GNGGA,200338,4.0338,4249.82525,N,7216.98927,42.8304208,-72.2831545,72.2831545,W,2,12,0.71,21507.7,M,-33.2,M,,0000*79
$GNGGA,200339,4.0339,4249.82024,N,7216.98216,42.8303373,-72.283036,72.283036,W,2,12,0.71,21512,M,-33.2,M,,0000*76
$GNGGA,200340,4.034,4249.81532,N,7216.97548,42.8302553,-72.2829247,72.2829247,W,2,12,0.71,21516.6,M,-33.2,M,,0000*78
$GNGGA,200341,4.0341,4249.81121,N,7216.96896,42.8301868,-72.282816,72.282816,W,2,12,0.71,21521.6,M,-33.2,M,,0000*74
$GNGGA,200342,4.0342,4249.80794,N,7216.96241,42.8301323,-72.2827068,72.2827068,W,2,12,0.71,21526.3,M,-33.2,M,,0000*7C
$GNGGA,200343,4.0343,4249.8054,N,7216.95612,42.83009,-72.282602,72.282602,W,2,12,0.71,21530.5,M,-33.2,M,,0000*76
$GNGGA,200344,4.0344,4249.80334,N,7216.95056,42.8300557,-72.2825093,72.2825093,W,2,12,0.71,21534.6,M,-33.2,M,,0000*75
$GNGGA,200345,4.0345,4249.80114,N,7216.94533,42.830019,-72.2824222,72.2824222,W,2,12,0.71,21539.3,M,-33.2,M,,0000*7B
$GNGGA,200346,4.0346,4249.79845,N,7216.93962,42.8299742,-72.282327,72.282327,W,2,12,0.71,21544.3,M,-33.2,M,,0000*76
$GNGGA,200347,4.0347,4249.79518,N,7216.93319,42.8299197,-72.2822198,72.2822198,W,2,12,0.71,21549,M,-33.2,M,,0000*7A
$GNGGA,200348,4.0348,4249.79117,N,7216.92579,42.8298528,-72.2820965,72.2820965,W,2,12,0.71,21553.1,M,-33.2,M,,0000*75
$GNGGA,200349,4.0349,4249.78663,N,7216.91946,42.8297772,-72.281991,72.281991,W,2,12,0.71,21557.4,M,-33.2,M,,0000*73
$GNGGA,200350,4.035,4249.78207,N,7216.9136,42.8297012,-72.2818933,72.2818933,W,2,12,0.71,21562,M,-33.2,M,,0000*71
$GNGGA,200351,4.0351,4249.7782,N,7216.90786,42.8296367,-72.2817977,72.2817977,W,2,12,0.71,21566.9,M,-33.2,M,,0000*70
$GNGGA,200352,4.0352,4249.77519,N,7216.90225,42.8295865,-72.2817042,72.2817042,W,2,12,0.71,21571.7,M,-33.2,M,,0000*70
$GNGGA,200353,4.0353,4249.77277,N,7216.89748,42.8295462,-72.2816247,72.2816247,W,2,12,0.71,21576.2,M,-33.2,M,,0000*7A
$GNGGA,200354,4.0354,4249.77022,N,7216.89361,42.8295037,-72.2815602,72.2815602,W,2,12,0.71,21580.7,M,-33.2,M,,0000*7C
$GNGGA,200355,4.0355,4249.76748,N,7216.89015,42.829458,-72.2815025,72.2815025,W,2,12,0.71,21585.6,M,-33.2,M,,0000*73
$GNGGA,200356,4.0356,4249.76427,N,7216.88618,42.8294045,-72.2814363,72.2814363,W,2,12,0.71,21590.6,M,-33.2,M,,0000*74
$GNGGA,200357,4.0357,4249.76064,N,7216.88113,42.829344,-72.2813522,72.2813522,W,2,12,0.71,21595,M,-33.2,M,,0000*79
$GNGGA,200358,4.0358,4249.75642,N,7216.87538,42.8292737,-72.2812563,72.2812563,W,2,12,0.71,21598.9,M,-33.2,M,,0000*71
$GNGGA,200359,4.0359,4249.75173,N,7216.8699,42.8291955,-72.281165,72.281165,W,2,12,0.71,21603,M,-33.2,M,,0000*72
$GNGGA,200400,4.04,4249.74717,N,7216.86532,42.8291195,-72.2810887,72.2810887,W,2,12,0.71,21607.6,M,-33.2,M,,0000*7A
$GNGGA,200401,4.0401,4249.74306,N,7216.86115,42.829051,-72.2810192,72.2810192,W,2,12,0.71,21612.5,M,-33.2,M,,0000*79
$GNGGA,200402,4.0402,4249.73986,N,7216.85699,42.8289977,-72.2809498,72.2809498,W,2,12,0.71,21617.2,M,-33.2,M,,0000*7D
$GNGGA,200403,4.0403,4249.73743,N,7216.85312,42.8289572,-72.2808853,72.2808853,W,2,12,0.71,21621.3,M,-33.2,M,,0000*79
$GNGGA,200404,4.0404,4249.73537,N,7216.85017,42.8289228,-72.2808362,72.2808362,W,2,12,0.71,21625.5,M,-33.2,M,,0000*7B
$GNGGA,200405,4.0405,4249.73301,N,7216.84774,42.8288835,-72.2807957,72.2807957,W,2,12,0.71,21630.5,M,-33.2,M,,0000*7E
$GNGGA,200406,4.0406,4249.73014,N,7216.84479,42.8288357,-72.2807465,72.2807465,W,2,12,0.71,21635.5,M,-33.2,M,,0000*71
$GNGGA,200407,4.0407,4249.72705,N,7216.84084,42.8287842,-72.2806807,72.2806807,W,2,12,0.71,21640.2,M,-33.2,M,,0000*75
$GNGGA,200408,4.0408,4249.72377,N,7216.83608,42.8287295,-72.2806013,72.2806013,W,2,12,0.71,21644.2,M,-33.2,M,,0000*7A
$GNGGA,200409,4.0409,4249.72035,N,7216.83117,42.8286725,-72.2805195,72.2805195,W,2,12,0.71,21647.7,M,-33.2,M,,0000*71
$GNGGA,200410,4.041,4249.71699,N,7216.82675,42.8286165,-72.2804458,72.2804458,W,2,12,0.71,21651.7,M,-33.2,M,,0000*7F
$GNGGA,200411,4.0411,4249.71412,N,7216.82281,42.8285687,-72.2803802,72.2803802,W,2,12,0.71,21656,M,-33.2,M,,0000*70
$GNGGA,200412,4.0412,4249.71199,N,7216.81892,42.8285332,-72.2803153,72.2803153,W,2,12,0.71,21660.5,M,-33.2,M,,0000*7E
$GNGGA,200413,4.0413,4249.71054,N,7216.81509,42.828509,-72.2802515,72.2802515,W,2,12,0.71,21664.8,M,-33.2,M,,0000*79
$GNGGA,200414,4.0414,4249.70949,N,7216.81199,42.8284915,-72.2801998,72.2801998,W,2,12,0.77,21669.1,M,-33.2,M,,0000*75
$GNGGA,200415,4.0415,4249.70837,N,7216.80971,42.8284728,-72.2801618,72.2801618,W,2,12,0.71,21673.8,M,-33.2,M,,0000*77
$GNGGA,200416,4.0416,4249.707,N,7216.80727,42.82845,-72.2801212,72.2801212,W,2,12,0.71,21678.7,M,-33.2,M,,0000*76
$GNGGA,200417,4.0417,4249.70541,N,7216.80375,42.8284235,-72.2800625,72.2800625,W,2,12,0.71,21683.3,M,-33.2,M,,0000*73
$GNGGA,200418,4.0418,4249.70369,N,7216.79921,42.8283948,-72.2799868,72.2799868,W,2,12,0.72,21687.4,M,-33.2,M,,0000*7D
$GNGGA,200419,4.0419,4249.7018,N,7216.79439,42.8283633,-72.2799065,72.2799065,W,2,12,0.71,21691,M,-33.2,M,,0000*7D
$GNGGA,200420,4.042,4249.69983,N,7216.78993,42.8283305,-72.2798322,72.2798322,W,2,12,0.71,21694.2,M,-33.2,M,,0000*7F
$GNGGA,200421,4.0421,4249.69802,N,7216.78616,42.8283003,-72.2797693,72.2797693,W,2,12,0.71,21698,M,-33.2,M,,0000*7A
$GNGGA,200422,4.0422,4249.69659,N,7216.78274,42.8282765,-72.2797123,72.2797123,W,2,12,0.71,21702.4,M,-33.2,M,,0000*7F
$GNGGA,200423,4.0423,4249.69563,N,7216.77959,42.8282605,-72.2796598,72.2796598,W,2,12,0.71,21707.1,M,-33.2,M,,0000*7F
$GNGGA,200424,4.0424,4249.69485,N,7216.77716,42.8282475,-72.2796193,72.2796193,W,2,12,0.71,21711.8,M,-33.2,M,,0000*7A
$GNGGA,200425,4.0425,4249.69422,N,7216.77573,42.828237,-72.2795955,72.2795955,W,2,12,0.71,21716.6,M,-33.2,M,,0000*7E
$GNGGA,200426,4.0426,4249.69372,N,7216.7746,42.8282287,-72.2795767,72.2795767,W,2,12,0.71,21721.5,M,-33.2,M,,0000*7B
$GNGGA,200427,4.0427,4249.69343,N,7216.77259,42.8282238,-72.2795432,72.2795432,W,2,12,0.71,21726.6,M,-33.2,M,,0000*70
$GNGGA,200428,4.0428,4249.69282,N,7216.76928,42.8282137,-72.279488,72.279488,W,2,12,0.71,21731.3,M,-33.2,M,,0000*7C
$GNGGA,200429,4.0429,4249.69145,N,7216.76513,42.8281908,-72.2794188,72.2794188,W,2,12,0.71,21735.3,M,-33.2,M,,0000*75
$GNGGA,200430,4.043,4249.68963,N,7216.76089,42.8281605,-72.2793482,72.2793482,W,2,12,0.71,21739,M,-33.2,M,,0000*79
$GNGGA,200431,4.0431,4249.68814,N,7216.75702,42.8281357,-72.2792837,72.2792837,W,2,12,0.71,21743.1,M,-33.2,M,,0000*72
$GNGGA,200432,4.0432,4249.68738,N,7216.75335,42.828123,-72.2792225,72.2792225,W,2,12,0.71,21747.7,M,-33.2,M,,0000*72
$GNGGA,200433,4.0433,4249.68727,N,7216.74965,42.8281212,-72.2791608,72.2791608,W,2,12,0.71,21752.3,M,-33.2,M,,0000*73
$GNGGA,200434,4.0434,4249.68744,N,7216.74646,42.828124,-72.2791077,72.2791077,W,2,12,0.71,21756.5,M,-33.2,M,,0000*7D
$GNGGA,200435,4.0435,4249.68784,N,7216.7443,42.8281307,-72.2790717,72.2790717,W,2,12,0.71,21760.4,M,-33.2,M,,0000*77
$GNGGA,200436,4.0436,4249.68852,N,7216.74257,42.828142,-72.2790428,72.2790428,W,2,12,0.71,21764.8,M,-33.2,M,,0000*7F
$GNGGA,200437,4.0437,4249.68915,N,7216.74002,42.8281525,-72.2790003,72.2790003,W,2,12,0.71,21769.7,M,-33.2,M,,0000*7C
$GNGGA,200438,4.0438,4249.68948,N,7216.73622,42.828158,-72.278937,72.278937,W,2,12,0.71,21774.4,M,-33.2,M,,0000*77
$GNGGA,200439,4.0439,4249.6893,N,7216.73168,42.828155,-72.2788613,72.2788613,W,2,12,0.71,21778.6,M,-33.2,M,,0000*7E
$GNGGA,200440,4.044,4249.68865,N,7216.72727,42.8281442,-72.2787878,72.2787878,W,2,12,0.71,21782.4,M,-33.2,M,,0000*7A
$GNGGA,200441,4.0441,4249.68781,N,7216.72361,42.8281302,-72.2787268,72.2787268,W,2,12,0.71,21786.2,M,-33.2,M,,0000*7A
$GNGGA,200442,4.0442,4249.68713,N,7216.72064,42.8281188,-72.2786773,72.2786773,W,2,12,0.71,21790.3,M,-33.2,M,,0000*72
$GNGGA,200443,4.0443,4249.68676,N,7216.71803,42.8281127,-72.2786338,72.2786338,W,2,12,0.71,21794.8,M,-33.2,M,,0000*74
