Elapsed, Counts, T (Raw), T1 (C), P (Raw), P1 (mbar), P2 (mbar), Altitude (m), Dead Time (s), Dead Time Counts
805454.504000, 12, 7552440, 0.693621, 4696086, 181.587343, 180.774874, 14241.476562, 0.003927, 12
805455.504000, 17, 7552264, 0.687782, 4697058, 181.943593, 181.129988, 14225.187500, 0.005477, 17
805456.504000, 6, 7552048, 0.680616, 4697948, 182.268921, 181.454275, 14210.293945, 0.002061, 6
805457.504000, 10, 7551790, 0.672057, 4698688, 182.538179, 181.722666, 14197.920898, 0.003299, 10
805458.504000, 9, 7551560, 0.664427, 4699546, 182.851447, 182.034929, 14183.607422, 0.003187, 9
805459.504000, 17, 7551308, 0.656067, 4700304, 183.127425, 182.310018, 14170.976562, 0.005949, 17
805460.504000, 11, 7551060, 0.647839, 4701182, 183.447772, 182.629337, 14156.376953, 0.003292, 11
805461.504000, 7, 7550848, 0.640806, 4702070, 183.772368, 182.952894, 14141.641602, 0.002549, 7
805462.504000, 9, 7550536, 0.630456, 4702790, 184.033331, 183.213011, 14129.696289, 0.003333, 8
805463.504000, 5, 7550364, 0.624750, 4703764, 184.390295, 183.568838, 14113.596680, 0.002581, 6
805464.504000, 9, 7550112, 0.616390, 4704446, 184.638152, 183.815894, 14102.325195, 0.003159, 9
805465.504000, 9, 7549820, 0.606703, 4705428, 184.996144, 184.172736, 14086.132812, 0.002539, 9
805466.504000, 8, 7549608, 0.599670, 4706364, 185.338407, 184.513904, 14070.736328, 0.003540, 8
805467.504000, 12, 7549280, 0.588788, 4706956, 185.551786, 184.726585, 14060.990234, 0.003575, 12
805468.504000, 12, 7549102, 0.582883, 4707912, 185.901952, 185.075634, 14045.318359, 0.003981, 12
805469.504000, 13, 7548874, 0.575319, 4708824, 186.235063, 185.407677, 14030.389648, 0.004291, 13
805470.504000, 12, 7548640, 0.567557, 4709662, 186.540742, 185.712375, 14016.692383, 0.004032, 11
805471.504000, 2, 7548438, 0.560855, 4710586, 186.878677, 186.049229, 14001.623047, 0.000741, 3
805472.504000, 8, 7548202, 0.553026, 4711282, 187.131872, 186.301608, 13990.281250, 0.002969, 8
805473.504000, 11, 7547884, 0.542476, 4712106, 187.430999, 186.599767, 13976.869141, 0.003948, 11
805474.504000, 7, 7547608, 0.533320, 4713064, 187.780260, 186.947906, 13961.314453, 0.002738, 7
805475.504000, 14, 7547418, 0.527017, 4713660, 187.997243, 187.164191, 13951.649414, 0.005833, 14
805476.504000, 11, 7547112, 0.516866, 4714612, 188.343780, 187.509611, 13936.236328, 0.003517, 11
805477.504000, 10, 7546900, 0.509833, 4715512, 188.672623, 187.837401, 13921.701172, 0.003026, 10
805478.504000, 3, 7546690, 0.502866, 4716312, 188.964569, 188.128410, 13908.799805, 0.000927, 3
805479.504000, 13, 7546392, 0.492980, 4717342, 189.339987, 188.502622, 13892.215820, 0.004714, 13
805480.504000, 5, 7546174, 0.485748, 4718002, 189.580098, 188.741958, 13881.604492, 0.001847, 5
805481.504000, 9, 7545908, 0.476923, 4718822, 189.878484, 189.039383, 13868.440430, 0.003825, 9
805482.504000, 10, 7545600, 0.466705, 4719690, 190.193893, 189.353773, 13854.525391, 0.003040, 10
805483.504000, 6, 7545400, 0.460070, 4720522, 190.497759, 189.656666, 13841.220703, 0.002353, 6
805484.504000, 8, 7545108, 0.450383, 4721298, 190.779441, 189.937437, 13828.820312, 0.002253, 7
805485.504000, 13, 7544912, 0.443881, 4722310, 191.149795, 190.306608, 13812.696289, 0.005331, 14
805486.504000, 7, 7544654, 0.435322, 4723174, 191.464491, 190.620291, 13798.945312, 0.002215, 7
805487.504000, 12, 7544414, 0.427360, 4723978, 191.757323, 190.912181, 13786.170898, 0.003807, 12
805488.504000, 10, 7544154, 0.418735, 4724756, 192.040218, 191.194164, 13773.825195, 0.003616, 10
805489.504000, 12, 7543898, 0.410242, 4725550, 192.329073, 191.482087, 13761.246094, 0.004710, 12
805490.504000, 9, 7543632, 0.401417, 4726430, 192.649493, 191.801476, 13747.329102, 0.003653, 9
805491.504000, 12, 7543260, 0.389076, 4727334, 192.977007, 192.127927, 13733.046875, 0.004344, 12
805492.504000, 9, 7543098, 0.383702, 4728196, 193.292475, 192.442387, 13719.471680, 0.003191, 9
805493.504000, 10, 7542932, 0.378195, 4729026, 193.596057, 192.744999, 13706.420898, 0.003412, 10
805494.504000, 5, 7542678, 0.369769, 4729966, 193.938769, 193.086610, 13691.658203, 0.001674, 5
805495.504000, 8, 7542384, 0.360015, 4730866, 194.266040, 193.412825, 13677.544922, 0.003025, 8
805496.504000, 10, 7542152, 0.352319, 4731638, 194.547090, 193.692970, 13665.459961, 0.002555, 10
805497.504000, 8, 7541800, 0.340641, 4732458, 194.843843, 193.988759, 13652.631836, 0.002870, 8
805498.504000, 12, 7541576, 0.333210, 4733328, 195.161168, 194.305065, 13639.059570, 0.004207, 12
805499.504000, 7, 7541344, 0.325514, 4734148, 195.459896, 194.602832, 13626.286133, 0.002687, 7
805500.504000, 11, 7541000, 0.314101, 4735164, 195.829066, 194.970810, 13610.481445, 0.003752, 11
805501.504000, 4, 7540722, 0.304879, 4735862, 196.081978, 195.222902, 13599.636719, 0.001121, 4
805502.504000, 10, 7540486, 0.297050, 4736788, 196.419716, 195.559555, 13585.286133, 0.003587, 10
805503.504000, 9, 7540286, 0.290415, 4737666, 196.740335, 195.879147, 13571.704102, 0.002873, 9
805504.504000, 6, 7540000, 0.280927, 4738564, 197.066875, 196.204634, 13557.829102, 0.001814, 6
805505.504000, 5, 7539724, 0.271770, 4739336, 197.347078, 196.483930, 13545.916016, 0.002022, 5
805506.504000, 7, 7539508, 0.264605, 4740326, 197.708718, 196.844412, 13530.678711, 0.001936, 7
805507.504000, 10, 7539194, 0.254188, 4741112, 197.993419, 197.128189, 13518.587891, 0.002878, 10
805508.504000, 4, 7538960, 0.246425, 4741858, 198.264702, 197.398597, 13507.134766, 0.001715, 4
805509.504000, 11, 7538754, 0.239591, 4742940, 198.660417, 197.793047, 13490.564453, 0.003259, 11
805510.504000, 12, 7538434, 0.228975, 4743670, 198.924315, 198.056085, 13479.386719, 0.004332, 12
805511.504000, 4, 7538156, 0.219752, 4744758, 199.320991, 198.451487, 13462.775391, 0.001108, 4
805512.504000, 12, 7537874, 0.210397, 4745654, 199.646748, 198.776193, 13449.115234, 0.003852, 12
805513.504000, 5, 7537612, 0.201705, 4746424, 199.926348, 199.054890, 13437.393555, 0.001895, 5
805514.504000, 6, 7537342, 0.192748, 4747290, 200.241215, 199.368741, 13424.232422, 0.002305, 6
805515.504000, 15, 7536928, 0.179014, 4748170, 200.558769, 199.685259, 13410.868164, 0.006064, 15
805516.504000, 13, 7536780, 0.174104, 4749036, 200.875697, 200.001174, 13397.759766, 0.004618, 13
805517.504000, 11, 7536606, 0.168332, 4749856, 201.175202, 200.299720, 13385.365234, 0.003188, 10
805518.504000, 5, 7536262, 0.156919, 4750788, 201.513091, 200.636515, 13371.288086, 0.001530, 6
805519.504000, 12, 7536020, 0.148891, 4751570, 201.797388, 200.919894, 13359.499023, 0.003617, 12
805520.504000, 7, 7535716, 0.138806, 4752576, 202.163230, 201.284556, 13344.358398, 0.001877, 7
805521.504000, 11, 7535522, 0.132370, 4753454, 202.483741, 201.604039, 13331.173828, 0.003337, 11
805522.504000, 7, 7535140, 0.119697, 4754478, 202.854841, 201.973937, 13315.811523, 0.002055, 7
805523.504000, 10, 7534888, 0.111337, 4755332, 203.165470, 202.283564, 13303.026367, 0.003603, 10
805524.504000, 5, 7534624, 0.102579, 4756188, 203.476616, 202.593705, 13290.231445, 0.001609, 5
805525.504000, 12, 7534246, 0.090039, 4757216, 203.849205, 202.965087, 13274.886719, 0.004282, 12
805526.504000, 8, 7534026, 0.082741, 4757908, 204.100600, 203.215670, 13264.576172, 0.002199, 8
805527.504000, 10, 7533728, 0.072855, 4758848, 204.442092, 203.556059, 13250.591797, 0.003177, 10
805528.504000, 9, 7533516, 0.065822, 4759802, 204.790232, 203.903082, 13236.431641, 0.002934, 9
805529.504000, 11, 7533328, 0.059585, 4760758, 205.139518, 204.251249, 13222.267578, 0.004100, 11
805530.504000, 8, 7532900, 0.045386, 4761550, 205.424110, 204.534908, 13210.531250, 0.002469, 8
805531.504000, 6, 7532730, 0.039746, 4762504, 205.772947, 204.882629, 13196.443359, 0.002326, 6
805532.504000, 8, 7532426, 0.029661, 4763324, 206.070007, 205.178725, 13184.342773, 0.003012, 8
805533.504000, 6, 7532162, 0.020903, 4764148, 206.369231, 205.476982, 13172.203125, 0.001852, 6
805534.504000, 4, 7531882, 0.011614, 4765162, 206.738223, 205.844785, 13157.292969, 0.001195, 4
805535.504000, 9, 7531674, 0.004714, 4766106, 207.082657, 206.188114, 13143.441406, 0.002909, 9
805536.504000, 9, 7531262, -0.008954, 4767002, 207.405776, 206.510178, 13130.299805, 0.002578, 9
805537.504000, 9, 7530932, -0.019902, 4767826, 207.703777, 206.807210, 13118.236328, 0.001989, 8
805538.504000, 8, 7530810, -0.023949, 4768896, 208.096151, 207.198335, 13102.620117, 0.002837, 9
805539.504000, 13, 7530486, -0.034698, 4769684, 208.380956, 207.482212, 13091.123047, 0.003770, 13
805540.504000, 12, 7530236, -0.042992, 4770452, 208.659686, 207.760041, 13079.937500, 0.005022, 12
805541.504000, 10, 7529894, -0.054337, 4771352, 208.985437, 208.084734, 13066.845703, 0.003985, 10
805542.504000, 1, 7529620, -0.063427, 4772308, 209.333028, 208.431204, 13052.968750, 0.000455, 1
805543.504000, 13, 7529374, -0.071588, 4773186, 209.652346, 208.749492, 13040.245117, 0.005376, 13
805544.504000, 9, 7529088, -0.081076, 4774070, 209.973149, 209.069258, 13027.452148, 0.003218, 9
805545.504000, 9, 7528674, -0.094811, 4775036, 210.321878, 209.416849, 13013.489258, 0.003227, 9
805546.504000, 6, 7528526, -0.099720, 4775850, 210.619315, 209.713334, 13001.754883, 0.001666, 5
805547.504000, 3, 7528178, -0.111265, 4776824, 210.972140, 210.065015, 12987.725586, 0.001286, 4
805548.504000, 6, 7527882, -0.121085, 4777678, 211.281644, 210.373516, 12975.445312, 0.002042, 6
805549.504000, 13, 7527686, -0.127587, 4778616, 211.623898, 210.714672, 12961.987305, 0.004441, 12
805550.504000, 6, 7527300, -0.140393, 4779576, 211.970826, 211.060471, 12948.224609, 0.001991, 7
805551.504000, 14, 7527060, -0.148355, 4780388, 212.265814, 211.354506, 12936.607422, 0.005043, 14
805552.504000, 7, 7526814, -0.156516, 4781234, 212.573215, 211.660914, 12924.521484, 0.002378, 7
805553.504000, 7, 7526456, -0.168392, 4782144, 212.902167, 211.988796, 12911.535156, 0.002252, 7
805554.504000, 4, 7526240, -0.175558, 4783126, 213.260212, 212.345691, 12897.556641, 0.001275, 4
805555.504000, 8, 7525908, -0.186572, 4784018, 213.582967, 212.667397, 12884.871094, 0.003116, 8
805556.504000, 7, 7525586, -0.197254, 4784834, 213.877876, 212.961346, 12873.283203, 0.002353, 7
805557.504000, 7, 7525326, -0.205880, 4785816, 214.235079, 213.317397, 12859.366211, 0.002543, 7
805558.504000, 4, 7525060, -0.214704, 4786700, 214.556039, 213.637320, 12846.858398, 0.001726, 4
805559.504000, 4, 7524728, -0.225718, 4787560, 214.866936, 213.947206, 12834.703125, 0.001344, 4
805560.504000, 6, 7524434, -0.235472, 4788566, 215.232317, 214.311407, 12820.513672, 0.002828, 6
805561.504000, 11, 7524178, -0.243964, 4789310, 215.501823, 214.580038, 12810.033203, 0.003287, 11
805562.504000, 8, 7523846, -0.254978, 4790226, 215.833310, 214.910448, 12797.147461, 0.002747, 8
805563.504000, 9, 7523648, -0.261547, 4791142, 216.167240, 215.243305, 12784.290039, 0.002832, 9
805564.504000, 7, 7523328, -0.272163, 4792112, 216.518815, 215.593741, 12770.690430, 0.003191, 7
805565.504000, 9, 7523000, -0.283044, 4792960, 216.825269, 215.899198, 12758.818359, 0.002945, 9
805566.504000, 10, 7522710, -0.292665, 4793870, 217.155253, 216.228114, 12746.100586, 0.003546, 10
805567.504000, 8, 7522354, -0.304475, 4794830, 217.502428, 216.574159, 12732.702148, 0.002946, 8
805568.504000, 1, 7522076, -0.313698, 4795704, 217.819337, 216.890042, 12720.526367, 0.000359, 1
805569.504000, 6, 7521840, -0.321527, 4796572, 218.134799, 217.204485, 12708.455078, 0.002310, 6
805570.504000, 6, 7521538, -0.331546, 4797638, 218.521979, 217.590415, 12693.653320, 0.002237, 6
805571.504000, 3, 7521214, -0.342294, 4798512, 218.837990, 217.905398, 12681.533203, 0.001266, 3
805572.504000, 11, 7521002, -0.349327, 4799446, 219.178174, 218.244488, 12668.608398, 0.003854, 11
805573.504000, 8, 7520624, -0.361867, 4800368, 219.510834, 218.576063, 12655.862305, 0.003026, 8
805574.504000, 13, 7520302, -0.372550, 4801390, 219.881360, 218.945389, 12641.761719, 0.005440, 13
805575.504000, 6, 7520010, -0.382237, 4802144, 220.153694, 219.216836, 12631.371094, 0.002339, 6
805576.504000, 9, 7519742, -0.391127, 4803048, 220.481725, 219.543805, 12618.935547, 0.003001, 9
805577.504000, 8, 7519374, -0.403336, 4804058, 220.846918, 219.907810, 12605.061523, 0.003271, 8
805578.504000, 8, 7519106, -0.412227, 4805022, 221.197019, 220.256781, 12591.845703, 0.002483, 8
805579.504000, 10, 7518776, -0.423174, 4805886, 221.509104, 220.567849, 12580.014648, 0.003347, 10
805580.504000, 10, 7518540, -0.431003, 4806794, 221.839149, 220.896828, 12567.604492, 0.002930, 10
805581.504000, 1, 7518276, -0.439762, 4807666, 222.155392, 221.212048, 12555.703125, 0.000209, 1
805582.504000, 9, 7517990, -0.449250, 4808620, 222.501413, 221.556949, 12542.703125, 0.003779, 9
805583.504000, 7, 7517526, -0.464643, 4809512, 222.821218, 221.875701, 12530.558594, 0.002389, 7
805584.504000, 1, 7517240, -0.474131, 4810438, 223.156889, 222.210284, 12517.977539, 0.000279, 1
805585.504000, 6, 7517004, -0.481960, 4811292, 223.466973, 222.519366, 12506.394531, 0.001899, 5
805586.504000, 4, 7516726, -0.491183, 4812282, 223.826339, 222.877571, 12492.986328, 0.001511, 5
805587.504000, 9, 7516374, -0.502860, 4813172, 224.147454, 223.197637, 12480.948242, 0.002690, 9
805588.504000, 7, 7516056, -0.513410, 4814140, 224.497924, 223.546970, 12467.877930, 0.002779, 7
805589.504000, 11, 7515854, -0.520111, 4815092, 224.844693, 223.892624, 12455.047852, 0.003306, 10
805590.504000, 4, 7515466, -0.532983, 4815832, 225.109828, 224.156885, 12445.081055, 0.001411, 5
805591.504000, 8, 7515168, -0.542869, 4816772, 225.450319, 224.496271, 12432.445312, 0.002327, 8
805592.504000, 6, 7514870, -0.552755, 4817774, 225.813626, 224.858402, 12418.998047, 0.001989, 6
805593.504000, 5, 7514524, -0.564233, 4818784, 226.178942, 225.222530, 12405.464844, 0.001993, 5
805594.504000, 5, 7514258, -0.573058, 4819582, 226.467705, 225.510355, 12394.789062, 0.001578, 5
805595.504000, 5, 7513920, -0.584271, 4820550, 226.817673, 225.859185, 12381.856445, 0.001616, 5
805596.504000, 11, 7513608, -0.594621, 4821534, 227.174014, 226.214370, 12368.733398, 0.004229, 11
805597.504000, 9, 7513306, -0.604640, 4822410, 227.490762, 226.530088, 12357.067383, 0.003500, 9
805598.504000, 4, 7512940, -0.616782, 4823428, 227.858546, 226.896675, 12343.531250, 0.001080, 4
805599.504000, 6, 7512698, -0.624810, 4824260, 228.160219, 227.197371, 12332.486328, 0.001837, 6
805600.504000, 10, 7512362, -0.635957, 4825182, 228.493200, 227.529267, 12320.262695, 0.003726, 10
805601.504000, 8, 7511976, -0.648763, 4826216, 228.866431, 227.901281, 12306.576172, 0.003019, 8
805602.504000, 8, 7511728, -0.656990, 4827084, 229.181199, 228.215030, 12295.107422, 0.002156, 8
805603.504000, 6, 7511428, -0.666942, 4828056, 229.533234, 228.565923, 12282.283203, 0.002364, 6
805604.504000, 4, 7511094, -0.678023, 4828856, 229.821269, 228.853015, 12271.740234, 0.001153, 4
805605.504000, 8, 7510724, -0.690297, 4829832, 230.173380, 229.203977, 12258.898438, 0.002982, 8
805606.504000, 9, 7510494, -0.697928, 4830776, 230.516420, 229.545911, 12246.500977, 0.003723, 9
805607.504000, 5, 7510184, -0.708212, 4831740, 230.865248, 229.893606, 12233.858398, 0.001748, 5
805608.504000, 6, 7509950, -0.715975, 4832562, 231.163273, 230.190665, 12223.093750, 0.001844, 6
805609.504000, 10, 7509478, -0.731633, 4833580, 231.528775, 230.554966, 12209.779297, 0.002889, 10
805610.504000, 4, 7509230, -0.739860, 4834352, 231.808091, 230.833374, 12199.698242, 0.001651, 4
805611.504000, 9, 7508882, -0.751405, 4835128, 232.086905, 231.111273, 12189.576172, 0.002647, 9
805612.504000, 5, 7508646, -0.759235, 4836276, 232.504831, 231.527854, 12174.631836, 0.001306, 5
805613.504000, 9, 7508316, -0.770182, 4837120, 232.808996, 231.831025, 12163.659180, 0.003804, 9
805614.504000, 6, 7507918, -0.783386, 4838140, 233.176584, 232.197411, 12150.417969, 0.002019, 6
805615.504000, 9, 7507606, -0.793736, 4839114, 233.528915, 232.548598, 12137.795898, 0.003246, 9
805616.504000, 6, 7507364, -0.801765, 4839952, 233.832559, 232.851258, 12126.952148, 0.001852, 5
805617.504000, 10, 7507014, -0.813376, 4840754, 234.120805, 233.138558, 12116.585938, 0.003634, 11
805618.504000, 7, 7506778, -0.821205, 4841632, 234.439263, 233.455985, 12105.255859, 0.003116, 7
805619.504000, 5, 7506450, -0.832086, 4842686, 234.820655, 233.836139, 12091.674805, 0.001490, 5
805620.504000, 6, 7506066, -0.844825, 4843640, 235.164114, 234.178473, 12079.400391, 0.002045, 6
805621.504000, 10, 7505752, -0.855242, 4844604, 235.512624, 234.525850, 12067.016602, 0.004362, 10
805622.504000, 10, 7505380, -0.867583, 4845504, 235.836410, 234.848575, 12055.471680, 0.003718, 10
805623.504000, 5, 7505160, -0.874882, 4846284, 236.119051, 235.130300, 12045.481445, 0.001557, 5
805624.504000, 7, 7504746, -0.888616, 4847372, 236.511143, 235.521111, 12031.565430, 0.002171, 7
805625.504000, 6, 7504432, -0.899033, 4848216, 236.815427, 235.824402, 12020.786133, 0.001882, 6
805626.504000, 7, 7504178, -0.907459, 4849100, 237.135617, 236.143552, 12009.513672, 0.001837, 6
805627.504000, 10, 7503744, -0.921857, 4850010, 237.461749, 236.468610, 11997.922852, 0.003549, 11
805628.504000, 9, 7503480, -0.930615, 4851054, 237.840576, 236.846212, 11984.650391, 0.003544, 9
805629.504000, 6, 7503136, -0.942027, 4851932, 238.156703, 237.161304, 11973.502930, 0.001836, 6
805630.504000, 7, 7502826, -0.952312, 4852828, 238.480119, 237.483666, 11962.143555, 0.002842, 7
805631.504000, 9, 7502554, -0.961335, 4853628, 238.768966, 237.771572, 11952.014648, 0.002940, 9
805632.504000, 7, 7502212, -0.972681, 4854726, 239.166021, 238.167336, 11938.133789, 0.001680, 6
805633.504000, 8, 7501890, -0.983363, 4855612, 239.485467, 238.485739, 11926.950195, 0.002366, 9
805634.504000, 8, 7501588, -0.993382, 4856594, 239.840617, 238.839735, 11914.573242, 0.002318, 8
805635.504000, 4, 7501196, -1.006386, 4857506, 240.168175, 239.166217, 11903.095703, 0.001192, 4
805636.504000, 5, 7500852, -1.017799, 4858350, 240.471673, 239.468720, 11892.488281, 0.001249, 5
805637.504000, 8, 7500690, -1.023173, 4859382, 240.848008, 239.843847, 11879.539062, 0.002451, 8
805638.504000, 4, 7500234, -1.038301, 4860176, 241.130803, 240.125702, 11869.587891, 0.001257, 4
805639.504000, 14, 7499962, -1.047324, 4861146, 241.482064, 240.475823, 11857.449219, 0.004588, 14
805640.504000, 6, 7499600, -1.059333, 4862148, 241.843244, 240.835823, 11844.929688, 0.002262, 6
805641.504000, 6, 7499224, -1.071807, 4863046, 242.165865, 241.157385, 11833.725586, 0.002047, 6
805642.504000, 9, 7498918, -1.081959, 4863946, 242.490633, 241.481094, 11822.512695, 0.003989, 9
805643.504000, 8, 7498580, -1.093172, 4864878, 242.826500, 241.815863, 11810.916992, 0.002694, 8
805644.504000, 5, 7498276, -1.103257, 4865818, 243.165988, 242.154246, 11799.240234, 0.001294, 4
805645.504000, 3, 7497934, -1.114602, 4866804, 243.521597, 242.508694, 11787.008789, 0.001179, 4
805646.504000, 7, 7497612, -1.125285, 4867868, 243.906283, 242.892129, 11773.832031, 0.001892, 7
805647.504000, 7, 7497274, -1.136498, 4868648, 244.186178, 243.171103, 11764.185547, 0.002720, 7
805648.504000, 8, 7496960, -1.146915, 4869704, 244.568049, 243.551734, 11751.143555, 0.002466, 8
805649.504000, 5, 7496594, -1.159057, 4870496, 244.851746, 243.834495, 11741.376953, 0.001516, 5
805650.504000, 10, 7496200, -1.172127, 4871516, 245.218688, 244.200235, 11728.815430, 0.003690, 10
805651.504000, 4, 7495942, -1.180687, 4872418, 245.545033, 244.525520, 11717.724609, 0.000785, 3
805652.504000, 8, 7495638, -1.190772, 4873394, 245.897621, 244.876960, 11705.740234, 0.002962, 9
805653.504000, 7, 7495270, -1.202980, 4874350, 246.241509, 245.219721, 11694.018555, 0.002473, 7
805654.504000, 7, 7494988, -1.212335, 4875138, 246.525393, 245.502677, 11684.370117, 0.002540, 7
805655.504000, 10, 7494658, -1.223283, 4876134, 246.884743, 245.860855, 11672.191406, 0.003908, 10
805656.504000, 3, 7494266, -1.236287, 4877114, 247.236899, 246.211855, 11660.226562, 0.000901, 3
805657.504000, 10, 7493962, -1.246373, 4877936, 247.532779, 246.506767, 11650.204102, 0.004618, 10
805658.504000, 9, 7493682, -1.255662, 4878964, 247.904882, 246.877662, 11637.687500, 0.002957, 9
805659.504000, 7, 7493332, -1.267273, 4879854, 248.224769, 247.196500, 11626.868164, 0.002698, 7
805660.504000, 9, 7492978, -1.279017, 4880908, 248.604846, 247.575337, 11614.072266, 0.003078, 9
805661.504000, 7, 7492648, -1.289964, 4881856, 248.946437, 247.915812, 11602.582031, 0.002404, 7
805662.504000, 5, 7492270, -1.302504, 4882724, 249.257594, 248.225943, 11592.075195, 0.001574, 5
805663.504000, 4, 7492010, -1.311130, 4883628, 249.584446, 248.551733, 11581.147461, 0.001610, 4
805664.504000, 7, 7491650, -1.323073, 4884574, 249.924618, 248.890790, 11569.727539, 0.001682, 6
805665.504000, 4, 7491328, -1.333755, 4885612, 250.299389, 249.264339, 11557.215820, 0.002239, 5
805666.504000, 7, 7490972, -1.345565, 4886594, 250.652839, 249.616632, 11545.398438, 0.002008, 7
805667.504000, 7, 7490638, -1.356645, 4887390, 250.938367, 249.901221, 11535.832031, 0.002076, 7
805668.504000, 7, 7490308, -1.367593, 4888268, 251.254104, 250.215923, 11525.292969, 0.002786, 7
805669.504000, 3, 7489980, -1.378474, 4889330, 251.637494, 250.598064, 11512.562500, 0.000707, 3
805670.504000, 4, 7489646, -1.389555, 4890232, 251.961932, 250.921439, 11501.767578, 0.001355, 4
805671.504000, 6, 7489336, -1.399839, 4891210, 252.314794, 251.273150, 11490.078125, 0.001825, 6
805672.504000, 5, 7488964, -1.412180, 4892076, 252.625158, 251.582492, 11479.743164, 0.001364, 5
805673.504000, 5, 7488700, -1.420938, 4892976, 252.950298, 251.906574, 11469.014648, 0.001956, 5
805674.504000, 7, 7488326, -1.433345, 4893900, 253.281900, 252.237085, 11458.016602, 0.002897, 7
805675.504000, 6, 7487902, -1.447412, 4894896, 253.638872, 252.592882, 11446.178711, 0.001758, 6
805676.504000, 1, 7487570, -1.458426, 4895954, 254.020571, 252.973335, 11433.622070, 0.000300, 1
805677.504000, 7, 7487362, -1.465326, 4896858, 254.348314, 253.300017, 11422.907227, 0.002536, 7
805678.504000, 8, 7487000, -1.477335, 4897654, 254.633061, 253.583823, 11413.487305, 0.003294, 8
805679.504000, 6, 7486622, -1.489875, 4898682, 255.002695, 253.952246, 11401.335938, 0.002150, 6
805680.504000, 5, 7486284, -1.501088, 4899770, 255.395212, 254.343483, 11388.496094, 0.001687, 5
805681.504000, 7, 7485910, -1.513496, 4900546, 255.672297, 254.619650, 11379.352539, 0.002155, 7
805682.504000, 4, 7485564, -1.524974, 4901538, 256.029329, 254.975514, 11367.676758, 0.001426, 4
805683.504000, 5, 7485150, -1.538709, 4902566, 256.398102, 255.343073, 11355.596680, 0.001964, 5
805684.504000, 7, 7484888, -1.547400, 4903546, 256.752498, 255.696318, 11344.094727, 0.002538, 7
805685.504000, 6, 7484542, -1.558879, 4904308, 257.024973, 255.967892, 11335.166016, 0.001317, 5
805686.504000, 2, 7484232, -1.569163, 4905332, 257.394464, 256.336178, 11323.178711, 0.000953, 3
805687.504000, 6, 7483920, -1.579513, 4906280, 257.735974, 256.676572, 11312.098633, 0.002025, 6
805688.504000, 9, 7483550, -1.591788, 4907230, 258.076942, 257.016419, 11301.011719, 0.002711, 8
805689.504000, 7, 7483236, -1.602205, 4908108, 258.392659, 257.331101, 11290.778320, 0.003045, 8
805690.504000, 7, 7482842, -1.615276, 4908990, 258.708088, 257.645487, 11280.513672, 0.002560, 7
805691.504000, 8, 7482588, -1.623702, 4910030, 259.084584, 258.020762, 11268.420898, 0.002824, 8
805692.504000, 4, 7482114, -1.639427, 4910926, 259.403372, 258.338489, 11258.024414, 0.001662, 4
805693.504000, 3, 7481804, -1.649711, 4912014, 259.796241, 258.730078, 11245.411133, 0.001043, 3
805694.504000, 3, 7481502, -1.659730, 4912934, 260.127558, 259.060312, 11234.762695, 0.000759, 3
805695.504000, 3, 7481152, -1.671341, 4913774, 260.428426, 259.360187, 11225.053711, 0.001316, 3
805696.504000, 5, 7480822, -1.682289, 4914762, 260.784072, 259.714669, 11213.647461, 0.002106, 5
805697.504000, 2, 7480460, -1.694298, 4915660, 261.105942, 260.035480, 11203.295898, 0.000723, 2
805698.504000, 6, 7480122, -1.705511, 4916748, 261.498101, 260.426358, 11190.770508, 0.002382, 6
805699.504000, 7, 7479742, -1.718118, 4917736, 261.852589, 260.779680, 11179.414062, 0.001996, 7
805700.504000, 8, 7479440, -1.728136, 4918592, 262.160298, 261.086381, 11169.587891, 0.002135, 8
805701.504000, 6, 7479070, -1.740411, 4919572, 262.512029, 261.436956, 11158.353516, 0.001697, 6
805702.504000, 7, 7478764, -1.750562, 4920528, 262.856340, 261.780141, 11147.408203, 0.002935, 7
805703.504000, 5, 7478440, -1.761311, 4921538, 263.220065, 262.142676, 11135.861328, 0.001509, 5
805704.504000, 4, 7478110, -1.772259, 4922446, 263.546184, 262.467725, 11125.495117, 0.001436, 4
805705.504000, 3, 7477726, -1.784998, 4923440, 263.902667, 262.823034, 11114.164062, 0.001260, 3
805706.504000, 6, 7477394, -1.796012, 4924334, 264.223564, 263.142877, 11103.986328, 0.002575, 6
805707.504000, 3, 7476980, -1.809746, 4925176, 264.523528, 263.441845, 11094.415039, 0.001027, 3
805708.504000, 7, 7476708, -1.818770, 4926210, 264.897127, 263.814228, 11082.669922, 0.002681, 7
805709.504000, 6, 7476314, -1.831841, 4927104, 265.216590, 264.132634, 11072.535156, 0.001744, 6
805710.504000, 7, 7476002, -1.842191, 4928114, 265.580450, 264.495305, 11061.094727, 0.001835, 6
805711.504000, 1, 7475624, -1.854731, 4929096, 265.932538, 264.846233, 11049.990234, 0.000586, 2
805712.504000, 2, 7475304, -1.865347, 4930080, 266.286636, 265.199172, 11038.876953, 0.000661, 2
805713.504000, 10, 7474970, -1.876427, 4931016, 266.622781, 265.534213, 11028.321289, 0.003133, 10
805714.504000, 3, 7474610, -1.888370, 4932058, 266.997237, 265.907441, 11016.585938, 0.000835, 2
805715.504000, 4, 7474208, -1.901707, 4932942, 267.312729, 266.221888, 11006.647461, 0.001703, 5
